transaction_id,player_id,tricode,type,date,notes
1983-WSH-8-8455393,8455393,WSH,DRAFTED,1983-06-08,"On 1983-06-08, with the 155th overall pick in the 8th round of the 1983 draft, WSH selected Marty Abrams, a CJAHL goalie playing for the Pembroke Lumber Kings."
1983-MNS-8-8445463,8445463,MNS,DRAFTED,1983-06-08,"On 1983-06-08, with the 156th overall pick in the 8th round of the 1983 draft, MNS selected Don Biggs, a OHL forward playing for the Oshawa Generals."
1983-NYI-8-8447748,8447748,NYI,DRAFTED,1983-06-08,"On 1983-06-08, with the 157th overall pick in the 8th round of the 1983 draft, NYI selected Dale Henry, a WHL forward playing for the Saskatoon Blades."
1983-MTL-8-8455725,8455725,MTL,DRAFTED,1983-06-08,"On 1983-06-08, with the 158th overall pick in the 8th round of the 1983 draft, MTL selected Rob Bryden, a Toronto forward playing for Henry Carr H.S.."
1983-CHI-8-8450260,8450260,CHI,DRAFTED,1983-06-08,"On 1983-06-08, with the 159th overall pick in the 8th round of the 1983 draft, CHI selected Kent Paynter, a OHL defenseman playing for the Kitchener Rangers."
1983-EDM-8-8458328,8458328,EDM,DRAFTED,1983-06-08,"On 1983-06-08, with the 160th overall pick in the 8th round of the 1983 draft, EDM selected Ralph Vos, a BCJHL forward playing for the Abbotsford Flyers."
1983-PHI-8-8446618,8446618,PHI,DRAFTED,1983-06-08,"On 1983-06-08, with the 161st overall pick in the 8th round of the 1983 draft, PHI selected Pelle Eklund, a SEL forward playing for AIK Solna."
1983-BOS-8-8457578,8457578,BOS,DRAFTED,1983-06-08,"On 1983-06-08, with the 162nd overall pick in the 8th round of the 1983 draft, BOS selected Francois Olivier, a QMJHL forward playing for the St. Jean Beavers."
1983-PIT-9-8456825,8456825,PIT,DRAFTED,1983-06-08,"On 1983-06-08, with the 163rd overall pick in the 9th round of the 1983 draft, PIT selected Marty Ketola, a Minn. forward playing for Cloquet H.S.."
1983-HFD-9-8456286,8456286,HFD,DRAFTED,1983-06-08,"On 1983-06-08, with the 164th overall pick in the 9th round of the 1983 draft, HFD selected Bill Fordy, a OHL forward playing for the Guelph Platers."
1983-NJD-9-8457565,8457565,NJD,DRAFTED,1983-06-08,"On 1983-06-08, with the 165th overall pick in the 9th round of the 1983 draft, NJD selected Jay Octeau, a R.I. defenseman playing for Mount St. Charles H.S.."
1983-DET-9-8458026,8458026,DET,DRAFTED,1983-06-08,"On 1983-06-08, with the 166th overall pick in the 9th round of the 1983 draft, DET selected Dave Sikorski, a OHL defenseman playing for the Cornwall Royals."
1983-LAK-9-8456257,8456257,LAK,DRAFTED,1983-06-08,"On 1983-06-08, with the 167th overall pick in the 9th round of the 1983 draft, LAK selected Bruce Fishback, a Minn. forward playing for St. Paul Mariner H.S.."
1983-TOR-9-8455414,8455414,TOR,DRAFTED,1983-06-08,"On 1983-06-08, with the 168th overall pick in the 9th round of the 1983 draft, TOR selected Cliff Abrecht, a NCAA defenseman playing for Princeton University."
1983-WIN-9-8446867,8446867,WIN,DRAFTED,1983-06-08,"On 1983-06-08, with the 169th overall pick in the 9th round of the 1983 draft, WIN selected Todd Flichel, a OPJHL defenseman playing for Gloucester."
1983-VAN-9-8457346,8457346,VAN,DRAFTED,1983-06-08,"On 1983-06-08, with the 170th overall pick in the 9th round of the 1983 draft, VAN selected Allan Measures, a WHL defenseman playing for the Calgary Wranglers."
1983-CGY-9-8456845,8456845,CGY,DRAFTED,1983-06-08,"On 1983-06-08, with the 171st overall pick in the 9th round of the 1983 draft, CGY selected Rob Kivell, a WHL defenseman playing for the Victoria Cougars."
1983-QUE-9-8447393,8447393,QUE,DRAFTED,1983-06-08,"On 1983-06-08, with the 172nd overall pick in the 9th round of the 1983 draft, QUE selected Wayne Groulx, a OHL forward playing for the Sault Ste. Marie Greyhounds."
1983-NYR-9-8448267,8448267,NYR,DRAFTED,1983-06-08,"On 1983-06-08, with the 173rd overall pick in the 9th round of the 1983 draft, NYR selected Paul Jerrard, a Sask. defenseman playing for Notre Dame Academy."
1983-BUF-9-8456626,8456626,BUF,DRAFTED,1983-06-08,"On 1983-06-08, with the 174th overall pick in the 9th round of the 1983 draft, BUF selected Tim Hoover, a OHL defenseman playing for the Sault Ste. Marie Greyhounds."
1983-WSH-9-8455955,8455955,WSH,DRAFTED,1983-06-08,"On 1983-06-08, with the 175th overall pick in the 9th round of the 1983 draft, WSH selected David Cowan, a Minn. forward playing for Minneapolis Washburn H.S.."
1983-MNS-9-8457735,8457735,MNS,DRAFTED,1983-06-08,"On 1983-06-08, with the 176th overall pick in the 9th round of the 1983 draft, MNS selected Paul Pulis, a Minn. forward playing for Hibbing H.S.."
1983-NYI-9-8458308,8458308,NYI,DRAFTED,1983-06-08,"On 1983-06-08, with the 177th overall pick in the 9th round of the 1983 draft, NYI selected Kevin Vescio, a OHL defenseman playing for the North Bay Centennials."
1983-MTL-9-8457153,8457153,MTL,DRAFTED,1983-06-08,"On 1983-06-08, with the 178th overall pick in the 9th round of the 1983 draft, MTL selected Grant MacKay, a CIAU defenseman playing for U. of Calgary."
1983-CHI-9-8449894,8449894,CHI,DRAFTED,1983-06-08,"On 1983-06-08, with the 179th overall pick in the 9th round of the 1983 draft, CHI selected Brian Noonan, a Mass. forward playing for Archbishop Williams H.S.."
1983-EDM-9-8450899,8450899,EDM,DRAFTED,1983-06-08,"On 1983-06-08, with the 180th overall pick in the 9th round of the 1983 draft, EDM selected David Roach, a BCJHL goalie playing for the New Westminster Royals."
1983-PHI-9-8457507,8457507,PHI,DRAFTED,1983-06-08,"On 1983-06-08, with the 181st overall pick in the 9th round of the 1983 draft, PHI selected Rob Nichols, a OHL forward playing for the Kitchener Rangers."
1983-BOS-9-8457000,8457000,BOS,DRAFTED,1983-06-08,"On 1983-06-08, with the 182nd overall pick in the 9th round of the 1983 draft, BOS selected Harri Laurila, a Fin D1 defenseman playing for Reipas Lahti."
1983-PIT-10-8456478,8456478,PIT,DRAFTED,1983-06-08,"On 1983-06-08, with the 183rd overall pick in the 10th round of the 1983 draft, PIT selected Alec Haidy, a OHL forward playing for the Sault Ste. Marie Greyhounds."
1983-TOR-10-8457844,8457844,TOR,DRAFTED,1983-06-08,"On 1983-06-08, with the 184th overall pick in the 10th round of the 1983 draft, TOR selected Greg Rolston, a Mich. forward playing for Flint Power H.S.."
1983-NJD-10-8455854,8455854,NJD,DRAFTED,1983-06-08,"On 1983-06-08, with the 185th overall pick in the 10th round of the 1983 draft, NJD selected Alexander Chernykh, a Soviet Jr. National Team forward playing for None."
1983-DET-10-8447386,8447386,DET,DRAFTED,1983-06-08,"On 1983-06-08, with the 186th overall pick in the 10th round of the 1983 draft, DET selected Stu Grimson, a WHL forward playing for the Regina Pats."
1983-LAK-10-8455405,8455405,LAK,DRAFTED,1983-06-08,"On 1983-06-08, with the 187th overall pick in the 10th round of the 1983 draft, LAK selected Thomas Ahlen, a Sweden defenseman playing for Skelleftea AIK."
1983-TOR-10-8457855,8457855,TOR,DRAFTED,1983-06-08,"On 1983-06-08, with the 188th overall pick in the 10th round of the 1983 draft, TOR selected Brian Ross, a OHL defenseman playing for the Kitchener Rangers."
1983-WIN-10-8458459,8458459,WIN,DRAFTED,1983-06-08,"On 1983-06-08, with the 189th overall pick in the 10th round of the 1983 draft, WIN selected Kory Wright, a USHL forward playing for the Dubuque Fighting Saints."
1983-VAN-10-8456448,8456448,VAN,DRAFTED,1983-06-08,"On 1983-06-08, with the 190th overall pick in the 10th round of the 1983 draft, VAN selected Roger Grillo, a NCAA defenseman playing for U. of Maine."
1983-CGY-10-8457723,8457723,CGY,DRAFTED,1983-06-08,"On 1983-06-08, with the 191st overall pick in the 10th round of the 1983 draft, CGY selected Tom Pratt, a NY defenseman playing for Kimball Union Academy."
1983-QUE-10-8451330,8451330,QUE,DRAFTED,1983-06-08,"On 1983-06-08, with the 192nd overall pick in the 10th round of the 1983 draft, QUE selected Scott Shaunessy, a HIGH-MA forward playing for St. John's Prep."
1983-HFD-10-8456788,8456788,HFD,DRAFTED,1983-06-08,"On 1983-06-08, with the 193rd overall pick in the 10th round of the 1983 draft, HFD selected Reine Karlsson, a SEL forward playing for Sodertalje SK."
1983-BUF-10-8446792,8446792,BUF,DRAFTED,1983-06-08,"On 1983-06-08, with the 194th overall pick in the 10th round of the 1983 draft, BUF selected Mark Ferner, a WHL defenseman playing for the Kamloops Junior Oilers."
1983-WSH-10-8445375,8445375,WSH,DRAFTED,1983-06-08,"On 1983-06-08, with the 195th overall pick in the 10th round of the 1983 draft, WSH selected Yves Beaudoin, a QMJHL defenseman playing for the Shawinigan Cataractes."
1983-MNS-10-8457807,8457807,MNS,DRAFTED,1983-06-08,"On 1983-06-08, with the 196th overall pick in the 10th round of the 1983 draft, MNS selected Milos Riha, a Intl forward playing for Czech National Team."
1983-NYI-10-8458006,8458006,NYI,DRAFTED,1983-06-08,"On 1983-06-08, with the 197th overall pick in the 10th round of the 1983 draft, NYI selected Dave Shellington, a OHL forward playing for the Cornwall Royals."
1983-MTL-10-8451058,8451058,MTL,DRAFTED,1983-06-08,"On 1983-06-08, with the 198th overall pick in the 10th round of the 1983 draft, MTL selected Thomas Rundqvist, a SWEDEN-3 forward playing for Vimmerby IF."
1983-CHI-10-8447687,8447687,CHI,DRAFTED,1983-06-08,"On 1983-06-08, with the 199th overall pick in the 10th round of the 1983 draft, CHI selected Dominik Hasek, a Czech goalie playing for Pardubice HC."
1983-EDM-10-8458465,8458465,EDM,DRAFTED,1983-06-08,"On 1983-06-08, with the 200th overall pick in the 10th round of the 1983 draft, EDM selected Warren Yadlowski, a WHL forward playing for the Calgary Wranglers."
1983-PHI-10-8457278,8457278,PHI,DRAFTED,1983-06-08,"On 1983-06-08, with the 201st overall pick in the 10th round of the 1983 draft, PHI selected Bill McCormack, a Conn. forward playing for Westminster H.S.."
1983-BOS-10-8456261,8456261,BOS,DRAFTED,1983-06-08,"On 1983-06-08, with the 202nd overall pick in the 10th round of the 1983 draft, BOS selected Paul Fitzsimmons, a NCAA defenseman playing for Northeastern U.."
1983-PIT-11-8456592,8456592,PIT,DRAFTED,1983-06-08,"On 1983-06-08, with the 203rd overall pick in the 11th round of the 1983 draft, PIT selected Garth Hildebrand, a WHL forward playing for the Calgary Wranglers."
1983-HFD-11-8455396,8455396,HFD,DRAFTED,1983-06-08,"On 1983-06-08, with the 204th overall pick in the 11th round of the 1983 draft, HFD selected Allan Acton, a WHL forward playing for the Saskatoon Blades."
1983-NJD-11-8451719,8451719,NJD,DRAFTED,1983-06-08,"On 1983-06-08, with the 205th overall pick in the 11th round of the 1983 draft, NJD selected Allan Stewart, a WHL forward playing for the Prince Albert Raiders."
1983-DET-11-8456300,8456300,DET,DRAFTED,1983-06-08,"On 1983-06-08, with the 206th overall pick in the 11th round of the 1983 draft, DET selected Jeff Frank, a WHL forward playing for the Regina Pats."
1983-LAK-11-8455624,8455624,LAK,DRAFTED,1983-06-08,"On 1983-06-08, with the 207th overall pick in the 11th round of the 1983 draft, LAK selected Jan Blaha, a Intl forward playing for Czech National Team."
1983-TOR-11-8451863,8451863,TOR,DRAFTED,1983-06-08,"On 1983-06-08, with the 208th overall pick in the 11th round of the 1983 draft, TOR selected Mike Tomlak, a OHL forward playing for the Cornwall Royals."
1983-WIN-11-8455936,8455936,WIN,DRAFTED,1983-06-08,"On 1983-06-08, with the 209th overall pick in the 11th round of the 1983 draft, WIN selected Eric Cormier, a Quebec forward playing for St. George's H.S.."
1983-VAN-11-8456798,8456798,VAN,DRAFTED,1983-06-08,"On 1983-06-08, with the 210th overall pick in the 11th round of the 1983 draft, VAN selected Steve Kayser, a NCAA defenseman playing for U. of Vermont."
1983-CGY-11-8455570,8455570,CGY,DRAFTED,1983-06-08,"On 1983-06-08, with the 211th overall pick in the 11th round of the 1983 draft, CGY selected Jaroslav Benak, a Czech defenseman playing for Dukla Jihlava."
1983-MNS-11-8458284,8458284,MNS,DRAFTED,1983-06-08,"On 1983-06-08, with the 212th overall pick in the 11th round of the 1983 draft, MNS selected Oldrich Valek, a Intl forward playing for Czech National Team."
1983-NYR-11-8458339,8458339,NYR,DRAFTED,1983-06-08,"On 1983-06-08, with the 213th overall pick in the 11th round of the 1983 draft, NYR selected Bryan Walker, a WHL defenseman playing for the Portland Winter Hawks."
1983-BUF-11-8448554,8448554,BUF,DRAFTED,1983-06-08,"On 1983-06-08, with the 214th overall pick in the 11th round of the 1983 draft, BUF selected Uwe Krupp, a 1.GBun defenseman playing for Cologne EC."
1983-WSH-11-8450680,8450680,WSH,DRAFTED,1983-06-08,"On 1983-06-08, with the 215th overall pick in the 11th round of the 1983 draft, WSH selected Alain Raymond, a QMJHL goalie playing for the Trois Rivieres Draveurs."
1983-WSH-11-8456674,8456674,WSH,DRAFTED,1983-06-08,"On 1983-06-08, with the 216th overall pick in the 11th round of the 1983 draft, WSH selected Anders Huss, a SEL forward playing for Brynas IF Gavle."
1983-NYI-11-8455617,8455617,NYI,DRAFTED,1983-06-08,"On 1983-06-08, with the 217th overall pick in the 11th round of the 1983 draft, NYI selected John Bjorkman, a Minn. forward playing for Warroad H.S.."
1983-MTL-11-8457655,8457655,MTL,DRAFTED,1983-06-08,"On 1983-06-08, with the 218th overall pick in the 11th round of the 1983 draft, MTL selected Jeff Perpich, a Minn. defenseman playing for Hibbing H.S.."
1983-CHI-11-8457650,8457650,CHI,DRAFTED,1983-06-08,"On 1983-06-08, with the 219th overall pick in the 11th round of the 1983 draft, CHI selected Steve Pepin, a QMJHL forward playing for the St. Jean Beavers."
1983-EDM-11-8449609,8449609,EDM,DRAFTED,1983-06-08,"On 1983-06-08, with the 220th overall pick in the 11th round of the 1983 draft, EDM selected John Miner, a WHL defenseman playing for the Regina Pats."
1983-PHI-11-8456751,8456751,PHI,DRAFTED,1983-06-08,"On 1983-06-08, with the 221st overall pick in the 11th round of the 1983 draft, PHI selected Brian Jopling, a Mass. goalie playing for Williston Academy."
1983-BOS-11-8446937,8446937,BOS,DRAFTED,1983-06-08,"On 1983-06-08, with the 222nd overall pick in the 11th round of the 1983 draft, BOS selected Norm Foster, a BCJHL goalie playing for the Penticton Knights."
1983-PIT-12-8447263,8447263,PIT,DRAFTED,1983-06-08,"On 1983-06-08, with the 223rd overall pick in the 12th round of the 1983 draft, PIT selected Dave Goertz, a WHL defenseman playing for the Regina Pats."
1983-HFD-12-8456774,8456774,HFD,DRAFTED,1983-06-08,"On 1983-06-08, with the 224th overall pick in the 12th round of the 1983 draft, HFD selected Darcy Kaminski, a WHL defenseman playing for the Lethbridge Broncos."
1983-NJD-12-8448416,8448416,NJD,DRAFTED,1983-06-08,"On 1983-06-08, with the 225th overall pick in the 12th round of the 1983 draft, NJD selected Alexei Kasatonov, a Russia defenseman playing for CSKA Moscow."
1983-DET-12-8455859,8455859,DET,DRAFTED,1983-06-08,"On 1983-06-08, with the 226th overall pick in the 12th round of the 1983 draft, DET selected Charles Chiatto, a Mich. forward playing for Cranbrook H.S.."
1983-LAK-12-8456728,8456728,LAK,DRAFTED,1983-06-08,"On 1983-06-08, with the 227th overall pick in the 12th round of the 1983 draft, LAK selected Chad Johnson, a Minn. forward playing for Roseau H.S.."
1983-TOR-12-8455867,8455867,TOR,DRAFTED,1983-06-08,"On 1983-06-08, with the 228th overall pick in the 12th round of the 1983 draft, TOR selected Ron Choules, a QMJHL forward playing for the Trois Rivieres Draveurs."
1983-WIN-12-8456673,8456673,WIN,DRAFTED,1983-06-08,"On 1983-06-08, with the 229th overall pick in the 12th round of the 1983 draft, WIN selected Jamie Husgen, a USHL defenseman playing for the Des Moines Buccaneers."
1983-VAN-12-8449319,8449319,VAN,DRAFTED,1983-06-08,"On 1983-06-08, with the 230th overall pick in the 12th round of the 1983 draft, VAN selected Jay Mazur, a Minn. forward playing for Breck School."
1983-CGY-12-8449163,8449163,CGY,DRAFTED,1983-06-08,"On 1983-06-08, with the 231st overall pick in the 12th round of the 1983 draft, CGY selected Sergei Makarov, a Russia forward playing for CSKA Moscow."
1983-QUE-12-8445434,8445434,QUE,DRAFTED,1983-06-08,"On 1983-06-08, with the 232nd overall pick in the 12th round of the 1983 draft, QUE selected Bo Berglund, a SEL forward playing for Djurgardens IF Stockholm."
1983-NYR-12-8457522,8457522,NYR,DRAFTED,1983-06-08,"On 1983-06-08, with the 233rd overall pick in the 12th round of the 1983 draft, NYR selected Ulf Nilsson, a Sweden Junior National Team goalie playing for None."
1983-BUF-12-8456487,8456487,BUF,DRAFTED,1983-06-08,"On 1983-06-08, with the 234th overall pick in the 12th round of the 1983 draft, BUF selected Marc Hamelin, a QMJHL goalie playing for the Shawinigan Cataractes."
1983-BUF-12-8457911,8457911,BUF,DRAFTED,1983-06-08,"On 1983-06-08, with the 235th overall pick in the 12th round of the 1983 draft, BUF selected Kermit Salfi, a N.Y. forward playing for Northwood Prep."
1983-MNS-12-8457838,8457838,MNS,DRAFTED,1983-06-08,"On 1983-06-08, with the 236th overall pick in the 12th round of the 1983 draft, MNS selected Paul Roff, a Minn. forward playing for Edina H.S.."
1983-NYI-12-8457301,8457301,NYI,DRAFTED,1983-06-08,"On 1983-06-08, with the 237th overall pick in the 12th round of the 1983 draft, NYI selected Peter McGeough, a RI forward playing for Bishop Hendricken H.S.."
1983-MTL-12-8455580,8455580,MTL,DRAFTED,1983-06-08,"On 1983-06-08, with the 238th overall pick in the 12th round of the 1983 draft, MTL selected Jean-Guy Bergeron, a QMJHL defenseman playing for the Shawinigan Cataractes."
1983-QUE-12-8456864,8456864,QUE,DRAFTED,1983-06-08,"On 1983-06-08, with the 239th overall pick in the 12th round of the 1983 draft, QUE selected Jindrich Kokrment, a Intl forward playing for Czech National Team."
1983-EDM-12-8458448,8458448,EDM,DRAFTED,1983-06-08,"On 1983-06-08, with the 240th overall pick in the 12th round of the 1983 draft, EDM selected Steve Woodburn, a QMJHL defenseman playing for the Verdun Juniors."
1983-PHI-12-8456146,8456146,PHI,DRAFTED,1983-06-08,"On 1983-06-08, with the 241st overall pick in the 12th round of the 1983 draft, PHI selected Harold Duvall, a Mass. forward playing for Belmont Hill H.S.."
1983-BOS-12-8457455,8457455,BOS,DRAFTED,1983-06-08,"On 1983-06-08, with the 242nd overall pick in the 12th round of the 1983 draft, BOS selected Greg Murphy, a N.Y. defenseman playing for Trinity-Pawling H.S.."
1984-PIT-1-8448782,8448782,PIT,DRAFTED,1984-06-09,"On 1984-06-09, with the 1st overall pick in the 1st round of the 1984 draft, PIT selected Mario Lemieux, a QMJHL forward playing for the Laval Voisins."
1984-NJD-1-8449740,8449740,NJD,DRAFTED,1984-06-09,"On 1984-06-09, with the 2nd overall pick in the 1st round of the 1984 draft, NJD selected Kirk Muller, a OHL forward playing for the Guelph Platers."
1984-CHI-1-8449973,8449973,CHI,DRAFTED,1984-06-09,"On 1984-06-09, with the 3rd overall pick in the 1st round of the 1984 draft, CHI selected Eddie Olczyk, a Intl forward playing for U.S. National Team."
1984-TOR-1-8448124,8448124,TOR,DRAFTED,1984-06-09,"On 1984-06-09, with the 4th overall pick in the 1st round of the 1984 draft, TOR selected Al Iafrate, a OHL defenseman playing for the Belleville Bulls."
1984-MTL-1-8451789,8451789,MTL,DRAFTED,1984-06-09,"On 1984-06-09, with the 5th overall pick in the 1st round of the 1984 draft, MTL selected Petr Svoboda, a Czechoslovakia Jr. defenseman playing for None."
1984-LAK-1-8450735,8450735,LAK,DRAFTED,1984-06-09,"On 1984-06-09, with the 6th overall pick in the 1st round of the 1984 draft, LAK selected Craig Redmond, a Intl defenseman playing for Canadian National Team."
1984-DET-1-8445789,8445789,DET,DRAFTED,1984-06-09,"On 1984-06-09, with the 7th overall pick in the 1st round of the 1984 draft, DET selected Shawn Burr, a OHL forward playing for the Kitchener Rangers."
1984-MTL-1-8446167,8446167,MTL,DRAFTED,1984-06-09,"On 1984-06-09, with the 8th overall pick in the 1st round of the 1984 draft, MTL selected Shayne Corson, a OHL forward playing for the Brantford Alexanders."
1984-PIT-1-8445568,8445568,PIT,DRAFTED,1984-06-09,"On 1984-06-09, with the 9th overall pick in the 1st round of the 1984 draft, PIT selected Doug Bodger, a WHL defenseman playing for the Kamloops Junior Oilers."
1984-VAN-1-8446286,8446286,VAN,DRAFTED,1984-06-09,"On 1984-06-09, with the 10th overall pick in the 1st round of the 1984 draft, VAN selected J.J. Daigneault, a QMJHL defenseman playing for the Longueuil Chevaliers."
1984-HFD-1-8446181,8446181,HFD,DRAFTED,1984-06-09,"On 1984-06-09, with the 11th overall pick in the 1st round of the 1984 draft, HFD selected Sylvain Cote, a QMJHL defenseman playing for the Quebec Remparts."
1984-CGY-1-8450900,8450900,CGY,DRAFTED,1984-06-09,"On 1984-06-09, with the 12th overall pick in the 1st round of the 1984 draft, CGY selected Gary Roberts, a OHL forward playing for the Ottawa 67's."
1984-MNS-1-8457744,8457744,MNS,DRAFTED,1984-06-09,"On 1984-06-09, with the 13th overall pick in the 1st round of the 1984 draft, MNS selected David Quinn, a Conn. defenseman playing for Kent H.S.."
1984-NYR-1-8445920,8445920,NYR,DRAFTED,1984-06-09,"On 1984-06-09, with the 14th overall pick in the 1st round of the 1984 draft, NYR selected Terry Carkner, a OHL defenseman playing for the Peterborough Petes."
1984-QUE-1-8451753,8451753,QUE,DRAFTED,1984-06-09,"On 1984-06-09, with the 15th overall pick in the 1st round of the 1984 draft, QUE selected Trevor Stienburg, a OHL forward playing for the Guelph Platers."
1984-PIT-1-8445410,8445410,PIT,DRAFTED,1984-06-09,"On 1984-06-09, with the 16th overall pick in the 1st round of the 1984 draft, PIT selected Roger Belanger, a OHL forward playing for the Kingston Canadians."
1984-WSH-1-8447680,8447680,WSH,DRAFTED,1984-06-09,"On 1984-06-09, with the 17th overall pick in the 1st round of the 1984 draft, WSH selected Kevin Hatcher, a OHL defenseman playing for the North Bay Centennials."
1984-BUF-1-8444963,8444963,BUF,DRAFTED,1984-06-09,"On 1984-06-09, with the 18th overall pick in the 1st round of the 1984 draft, BUF selected Mikael Andersson, a Sweden forward playing for Vastra Frolunda."
1984-BOS-1-8450204,8450204,BOS,DRAFTED,1984-06-09,"On 1984-06-09, with the 19th overall pick in the 1st round of the 1984 draft, BOS selected Dave Pasin, a WHL forward playing for the Prince Albert Raiders."
1984-NYI-1-8457170,8457170,NYI,DRAFTED,1984-06-09,"On 1984-06-09, with the 20th overall pick in the 1st round of the 1984 draft, NYI selected Duncan MacPherson, a WHL defenseman playing for the Saskatoon Blades."
1984-EDM-1-8449958,8449958,EDM,DRAFTED,1984-06-09,"On 1984-06-09, with the 21st overall pick in the 1st round of the 1984 draft, EDM selected Selmar Odelein, a WHL defenseman playing for the Regina Pats."
1984-PHI-2-8451570,8451570,PHI,DRAFTED,1984-06-09,"On 1984-06-09, with the 22nd overall pick in the 2nd round of the 1984 draft, PHI selected Greg Smyth, a OHL defenseman playing for the London Knights."
1984-NJD-2-8445470,8445470,NJD,DRAFTED,1984-06-09,"On 1984-06-09, with the 23rd overall pick in the 2nd round of the 1984 draft, NJD selected Craig Billington, a OHL goalie playing for the Belleville Bulls."
1984-LAK-2-8452452,8452452,LAK,DRAFTED,1984-06-09,"On 1984-06-09, with the 24th overall pick in the 2nd round of the 1984 draft, LAK selected Brian Wilks, a OHL forward playing for the Kitchener Rangers."
1984-TOR-2-8447187,8447187,TOR,DRAFTED,1984-06-09,"On 1984-06-09, with the 25th overall pick in the 2nd round of the 1984 draft, TOR selected Todd Gill, a OHL defenseman playing for the Windsor Spitfires."
1984-STL-2-8445419,8445419,STL,DRAFTED,1984-06-09,"On 1984-06-09, with the 26th overall pick in the 2nd round of the 1984 draft, STL selected Brian Benning, a WHL defenseman playing for the Portland Winter Hawks."
1984-PHI-2-8449545,8449545,PHI,DRAFTED,1984-06-09,"On 1984-06-09, with the 27th overall pick in the 2nd round of the 1984 draft, PHI selected Scott Mellanby, a Toronto forward playing for Henry Carr H.S.."
1984-DET-2-8447981,8447981,DET,DRAFTED,1984-06-09,"On 1984-06-09, with the 28th overall pick in the 2nd round of the 1984 draft, DET selected Doug Houda, a WHL defenseman playing for the Calgary Wranglers."
1984-MTL-2-8450825,8450825,MTL,DRAFTED,1984-06-09,"On 1984-06-09, with the 29th overall pick in the 2nd round of the 1984 draft, MTL selected Stephane Richer, a QMJHL forward playing for the Granby Bisons."
1984-WIN-2-8446468,8446468,WIN,DRAFTED,1984-06-09,"On 1984-06-09, with the 30th overall pick in the 2nd round of the 1984 draft, WIN selected Peter Douris, a NCAA forward playing for U. of New Hampshire."
1984-VAN-2-8450987,8450987,VAN,DRAFTED,1984-06-09,"On 1984-06-09, with the 31st overall pick in the 2nd round of the 1984 draft, VAN selected Jeff Rohlicek, a WHL forward playing for the Portland Winter Hawks."
1984-STL-2-8448017,8448017,STL,DRAFTED,1984-06-09,"On 1984-06-09, with the 32nd overall pick in the 2nd round of the 1984 draft, STL selected Tony Hrkac, a OHA-A forward playing for the Orillia Travelways."
1984-CGY-2-8451097,8451097,CGY,DRAFTED,1984-06-09,"On 1984-06-09, with the 33rd overall pick in the 2nd round of the 1984 draft, CGY selected Ken Sabourin, a OHL defenseman playing for the Sault Ste. Marie Greyhounds."
1984-WSH-2-8448764,8448764,WSH,DRAFTED,1984-06-09,"On 1984-06-09, with the 34th overall pick in the 2nd round of the 1984 draft, WSH selected Stephen Leach, a Mass. forward playing for Matignon H.S.."
1984-NYR-2-8447732,8447732,NYR,DRAFTED,1984-06-09,"On 1984-06-09, with the 35th overall pick in the 2nd round of the 1984 draft, NYR selected Raimo Helminen, a FINLAND forward playing for Ilves Tampere."
1984-QUE-2-8445700,8445700,QUE,DRAFTED,1984-06-09,"On 1984-06-09, with the 36th overall pick in the 2nd round of the 1984 draft, QUE selected Jeff Brown, a OHL defenseman playing for the Sudbury Wolves."
1984-PHI-2-8446050,8446050,PHI,DRAFTED,1984-06-09,"On 1984-06-09, with the 37th overall pick in the 2nd round of the 1984 draft, PHI selected Jeff Chychrun, a OHL defenseman playing for the Kingston Canadians."
1984-CGY-2-8450653,8450653,CGY,DRAFTED,1984-06-09,"On 1984-06-09, with the 38th overall pick in the 2nd round of the 1984 draft, CGY selected Paul Ranheim, a Minn. forward playing for Edina H.S.."
1984-BUF-2-8451940,8451940,BUF,DRAFTED,1984-06-09,"On 1984-06-09, with the 39th overall pick in the 2nd round of the 1984 draft, BUF selected Doug Trapp, a WHL forward playing for the Regina Pats."
1984-BOS-2-8450477,8450477,BOS,DRAFTED,1984-06-09,"On 1984-06-09, with the 40th overall pick in the 2nd round of the 1984 draft, BOS selected Ray Podloski, a WHL forward playing for the Portland Winter Hawks."
1984-NYI-2-8457354,8457354,NYI,DRAFTED,1984-06-09,"On 1984-06-09, with the 41st overall pick in the 2nd round of the 1984 draft, NYI selected Bruce Melanson, a OHL forward playing for the Oshawa Generals."
1984-EDM-2-8450702,8450702,EDM,DRAFTED,1984-06-09,"On 1984-06-09, with the 42nd overall pick in the 2nd round of the 1984 draft, EDM selected Daryl Reaugh, a WHL goalie playing for the Kamloops Junior Oilers."
1984-PHI-3-8457273,8457273,PHI,DRAFTED,1984-06-09,"On 1984-06-09, with the 43rd overall pick in the 3rd round of the 1984 draft, PHI selected David McLay, a WHL forward playing for the Kelowna Wings."
1984-NJD-3-8456011,8456011,NJD,DRAFTED,1984-06-09,"On 1984-06-09, with the 44th overall pick in the 3rd round of the 1984 draft, NJD selected Neil Davey, a NCAA defenseman playing for Michigan State U.."
1984-CHI-3-8452556,8452556,CHI,DRAFTED,1984-06-09,"On 1984-06-09, with the 45th overall pick in the 3rd round of the 1984 draft, CHI selected Trent Yawney, a WHL defenseman playing for the Saskatoon Blades."
