transaction_id,player_id,tricode,type,date,notes
1999-CHI-1-8467896,8467896,CHI,DRAFTED,1999-06-26,"On 1999-06-26, with the 23rd overall pick in the 1st round of the 1999 draft, CHI selected Steve McCarthy, a WHL defenseman playing for Kootenay Ice."
1999-TOR-1-8467897,8467897,TOR,DRAFTED,1999-06-26,"On 1999-06-26, with the 24th overall pick in the 1st round of the 1999 draft, TOR selected Luca Cereda, a SwissA forward playing for Ambri-Piotta."
1999-COL-1-8467898,8467898,COL,DRAFTED,1999-06-26,"On 1999-06-26, with the 25th overall pick in the 1st round of the 1999 draft, COL selected Mikhail Kuleshov, a Russia forward playing for Cherepovets Severstal."
1999-OTT-1-8467899,8467899,OTT,DRAFTED,1999-06-26,"On 1999-06-26, with the 26th overall pick in the 1st round of the 1999 draft, OTT selected Martin Havlat, a Czech forward playing for Trinec Ocelari HC."
1999-NJD-1-8467900,8467900,NJD,DRAFTED,1999-06-26,"On 1999-06-26, with the 27th overall pick in the 1st round of the 1999 draft, NJD selected Ari Ahonen, a FINLAND goalie playing for JyP HT Jyvaskyla."
1999-NYI-1-8467901,8467901,NYI,DRAFTED,1999-06-26,"On 1999-06-26, with the 28th overall pick in the 1st round of the 1999 draft, NYI selected Kristian Kudroc, a Slovakia defenseman playing for Michalovce."
1999-WSH-2-8467902,8467902,WSH,DRAFTED,1999-06-26,"On 1999-06-26, with the 29th overall pick in the 2nd round of the 1999 draft, WSH selected Michal Sivek, a Czech Senior League forward playing for None."
1999-ATL-2-8467903,8467903,ATL,DRAFTED,1999-06-26,"On 1999-06-26, with the 30th overall pick in the 2nd round of the 1999 draft, ATL selected Luke Sellars, a OHL defenseman playing for the Ottawa 67's."
1999-WSH-2-8467904,8467904,WSH,DRAFTED,1999-06-26,"On 1999-06-26, with the 31st overall pick in the 2nd round of the 1999 draft, WSH selected Charlie Stephens, a OHL forward playing for Guelph Storm."
1999-DAL-2-8467905,8467905,DAL,DRAFTED,1999-06-26,"On 1999-06-26, with the 32nd overall pick in the 2nd round of the 1999 draft, DAL selected Michael Ryan, a Mass. forward playing for Boston College H.S.."
1999-NSH-2-8467906,8467906,NSH,DRAFTED,1999-06-26,"On 1999-06-26, with the 33rd overall pick in the 2nd round of the 1999 draft, NSH selected Jonas Andersson, a Sweden forward playing for None."
1999-WSH-2-8467907,8467907,WSH,DRAFTED,1999-06-26,"On 1999-06-26, with the 34th overall pick in the 2nd round of the 1999 draft, WSH selected Ross Lupaschuk, a WHL defenseman playing for the Prince Albert Raiders."
1999-BUF-2-8467908,8467908,BUF,DRAFTED,1999-06-26,"On 1999-06-26, with the 35th overall pick in the 2nd round of the 1999 draft, BUF selected Milan Bartovic, a Slovakia forward playing for None."
1999-EDM-2-8467909,8467909,EDM,DRAFTED,1999-06-26,"On 1999-06-26, with the 36th overall pick in the 2nd round of the 1999 draft, EDM selected Alexei Semenov, a OHL defenseman playing for the Sudbury Wolves."
1999-WSH-2-8467910,8467910,WSH,DRAFTED,1999-06-26,"On 1999-06-26, with the 37th overall pick in the 2nd round of the 1999 draft, WSH selected Nolan Yonkman, a WHL defenseman playing for the Kelowna Rockets."
1999-CGY-2-8467911,8467911,CGY,DRAFTED,1999-06-26,"On 1999-06-26, with the 38th overall pick in the 2nd round of the 1999 draft, CGY selected Dan Cavanaugh, a NCAA forward playing for Boston University."
1999-MTL-2-8467912,8467912,MTL,DRAFTED,1999-06-26,"On 1999-06-26, with the 39th overall pick in the 2nd round of the 1999 draft, MTL selected Alexander Buturlin, a Russia forward playing for CSKA Jr.."
1999-FLA-2-8467913,8467913,FLA,DRAFTED,1999-06-26,"On 1999-06-26, with the 40th overall pick in the 2nd round of the 1999 draft, FLA selected Alex Auld, a OHL goalie playing for the North Bay Centennials."
1999-EDM-2-8467914,8467914,EDM,DRAFTED,1999-06-26,"On 1999-06-26, with the 41st overall pick in the 2nd round of the 1999 draft, EDM selected Tony Salmelainen, a FINLAND forward playing for HIFK Helsinki."
1999-NJD-2-8467915,8467915,NJD,DRAFTED,1999-06-26,"On 1999-06-26, with the 42nd overall pick in the 2nd round of the 1999 draft, NJD selected Mike Commodore, a NCAA defenseman playing for U. of North Dakota."
1999-LAK-2-8467916,8467916,LAK,DRAFTED,1999-06-26,"On 1999-06-26, with the 43rd overall pick in the 2nd round of the 1999 draft, LAK selected Andrei Shefer, a Russia forward playing for Cherepovets Severstal."
1999-ANA-2-8467917,8467917,ANA,DRAFTED,1999-06-26,"On 1999-06-26, with the 44th overall pick in the 2nd round of the 1999 draft, ANA selected Jordan Leopold, a NCAA defenseman playing for U. of Minnesota."
1999-COL-2-8467918,8467918,COL,DRAFTED,1999-06-26,"On 1999-06-26, with the 45th overall pick in the 2nd round of the 1999 draft, COL selected Martin Grenier, a QMJHL defenseman playing for the Quebec Remparts."
1999-CHI-2-8467919,8467919,CHI,DRAFTED,1999-06-26,"On 1999-06-26, with the 46th overall pick in the 2nd round of the 1999 draft, CHI selected Dimitri Levinski, a Russia forward playing for Cherepovets Severstal."
1999-TBL-2-8467920,8467920,TBL,DRAFTED,1999-06-26,"On 1999-06-26, with the 47th overall pick in the 2nd round of the 1999 draft, TBL selected Sheldon Keefe, a OHL forward playing for the Barrie Colts."
1999-OTT-2-8467921,8467921,OTT,DRAFTED,1999-06-26,"On 1999-06-26, with the 48th overall pick in the 2nd round of the 1999 draft, OTT selected Simon Lajeunesse, a QMJHL goalie playing for the Moncton Wildcats."
1999-CAR-2-8467922,8467922,CAR,DRAFTED,1999-06-26,"On 1999-06-26, with the 49th overall pick in the 2nd round of the 1999 draft, CAR selected Brett Lysak, a WHL forward playing for the Regina Pats."
1999-NJD-2-8467923,8467923,NJD,DRAFTED,1999-06-26,"On 1999-06-26, with the 50th overall pick in the 2nd round of the 1999 draft, NJD selected Brett Clouthier, a OHL forward playing for the Kingston Frontenacs."
1999-PIT-2-8467924,8467924,PIT,DRAFTED,1999-06-26,"On 1999-06-26, with the 51st overall pick in the 2nd round of the 1999 draft, PIT selected Matt Murley, a NCAA forward playing for R.P.I.."
1999-NSH-2-8467925,8467925,NSH,DRAFTED,1999-06-26,"On 1999-06-26, with the 52nd overall pick in the 2nd round of the 1999 draft, NSH selected Adam Hall, a NCAA forward playing for Michigan State U.."
1999-PHX-2-8467926,8467926,PHX,DRAFTED,1999-06-26,"On 1999-06-26, with the 53rd overall pick in the 2nd round of the 1999 draft, PHX selected Brad Ralph, a OHL forward playing for the Oshawa Generals."
1999-NSH-2-8467927,8467927,NSH,DRAFTED,1999-06-26,"On 1999-06-26, with the 54th overall pick in the 2nd round of the 1999 draft, NSH selected Andrew Hutchinson, a NCAA defenseman playing for Michigan State U.."
1999-BUF-2-8467928,8467928,BUF,DRAFTED,1999-06-26,"On 1999-06-26, with the 55th overall pick in the 2nd round of the 1999 draft, BUF selected Doug Janik, a NCAA defenseman playing for U. of Maine."
1999-BOS-2-8466151,8466151,BOS,DRAFTED,1999-06-26,"On 1999-06-26, with the 56th overall pick in the 2nd round of the 1999 draft, BOS selected Matt Zultek, a OHL forward playing for the Ottawa 67's."
1999-PIT-2-8467930,8467930,PIT,DRAFTED,1999-06-26,"On 1999-06-26, with the 57th overall pick in the 2nd round of the 1999 draft, PIT selected Jeremy Van Hoof, a OHL defenseman playing for the Ottawa 67's."
1999-MTL-2-8467931,8467931,MTL,DRAFTED,1999-06-26,"On 1999-06-26, with the 58th overall pick in the 2nd round of the 1999 draft, MTL selected Matt Carkner, a OHL defenseman playing for the Peterborough Petes."
1999-NYR-2-8467932,8467932,NYR,DRAFTED,1999-06-26,"On 1999-06-26, with the 59th overall pick in the 2nd round of the 1999 draft, NYR selected David Inman, a NCAA forward playing for Notre Dame."
1999-TOR-2-8467933,8467933,TOR,DRAFTED,1999-06-26,"On 1999-06-26, with the 60th overall pick in the 2nd round of the 1999 draft, TOR selected Peter Reynolds, a OHL defenseman playing for the London Knights."
1999-NSH-2-8467934,8467934,NSH,DRAFTED,1999-06-26,"On 1999-06-26, with the 61st overall pick in the 2nd round of the 1999 draft, NSH selected Ed Hill, a OHL defenseman playing for the Barrie Colts."
1999-OTT-2-8467935,8467935,OTT,DRAFTED,1999-06-26,"On 1999-06-26, with the 62nd overall pick in the 2nd round of the 1999 draft, OTT selected Teemu Sainomaa, a Finland forward playing for Jokerit Jr.."
1999-CHI-2-8467936,8467936,CHI,DRAFTED,1999-06-26,"On 1999-06-26, with the 63rd overall pick in the 2nd round of the 1999 draft, CHI selected Stepan Mokhov, a Russia defenseman playing for Cherepovets Severstal."
1999-BUF-2-8467937,8467937,BUF,DRAFTED,1999-06-26,"On 1999-06-26, with the 64th overall pick in the 2nd round of the 1999 draft, BUF selected Mike Zigomanis, a OHL forward playing for the Kingston Frontenacs."
1999-NSH-2-8467938,8467938,NSH,DRAFTED,1999-06-26,"On 1999-06-26, with the 65th overall pick in the 2nd round of the 1999 draft, NSH selected Jan Lasak, a Slovak goalie playing for Zvolen HKm."
1999-DAL-2-8467939,8467939,DAL,DRAFTED,1999-06-26,"On 1999-06-26, with the 66th overall pick in the 2nd round of the 1999 draft, DAL selected Dan Jancevski, a OHL defenseman playing for the London Knights."
1999-TBL-3-8467940,8467940,TBL,DRAFTED,1999-06-26,"On 1999-06-26, with the 67th overall pick in the 3rd round of the 1999 draft, TBL selected Evgeny Konstantinov, a Russia goalie playing for the Kazan Ak-Bars."
1999-ATL-3-8467941,8467941,ATL,DRAFTED,1999-06-26,"On 1999-06-26, with the 68th overall pick in the 3rd round of the 1999 draft, ATL selected Zdenek Blatny, a WHL forward playing for the Seattle Thunderbirds."
1999-VAN-3-8467942,8467942,VAN,DRAFTED,1999-06-26,"On 1999-06-26, with the 69th overall pick in the 3rd round of the 1999 draft, VAN selected Rene Vydareny, a Slovakia defenseman playing for Bratislava Jr.."
1999-FLA-3-8467943,8467943,FLA,DRAFTED,1999-06-26,"On 1999-06-26, with the 70th overall pick in the 3rd round of the 1999 draft, FLA selected Niklas Hagman, a Finland forward playing for HIFK Helsinki Jr.."
1999-PHX-3-8467944,8467944,PHX,DRAFTED,1999-06-26,"On 1999-06-26, with the 71st overall pick in the 3rd round of the 1999 draft, PHX selected Jason Jaspers, a OHL forward playing for the Sudbury Wolves."
1999-NSH-3-8467945,8467945,NSH,DRAFTED,1999-06-26,"On 1999-06-26, with the 72nd overall pick in the 3rd round of the 1999 draft, NSH selected Brett Angel, a OHL defenseman playing for the North Bay Centennials."
1999-BUF-3-8467946,8467946,BUF,DRAFTED,1999-06-26,"On 1999-06-26, with the 73rd overall pick in the 3rd round of the 1999 draft, BUF selected Tim Preston, a WHL forward playing for the Seattle Thunderbirds."
1999-LAK-3-8467947,8467947,LAK,DRAFTED,1999-06-26,"On 1999-06-26, with the 74th overall pick in the 3rd round of the 1999 draft, LAK selected Jason Crain, a NCAA defenseman playing for Ohio State U.."
1999-TBL-3-8467948,8467948,TBL,DRAFTED,1999-06-26,"On 1999-06-26, with the 75th overall pick in the 3rd round of the 1999 draft, TBL selected Brett Scheffelmaier, a WHL defenseman playing for the Medicine Hat Tigers."
1999-LAK-3-8467949,8467949,LAK,DRAFTED,1999-06-26,"On 1999-06-26, with the 76th overall pick in the 3rd round of the 1999 draft, LAK selected Frantisek Kaberle, a SEL defenseman playing for Modo Hockey Ornskoldsvik."
1999-CGY-3-8467950,8467950,CGY,DRAFTED,1999-06-26,"On 1999-06-26, with the 77th overall pick in the 3rd round of the 1999 draft, CGY selected Craig Anderson, a OHL goalie playing for Guelph Storm."
1999-NYI-3-8467951,8467951,NYI,DRAFTED,1999-06-26,"On 1999-06-26, with the 78th overall pick in the 3rd round of the 1999 draft, NYI selected Mattias Weinhandl, a SEL forward playing for Modo Hockey Ornskoldsvik."
1999-NYR-3-8467952,8467952,NYR,DRAFTED,1999-06-26,"On 1999-06-26, with the 79th overall pick in the 3rd round of the 1999 draft, NYR selected Johan Asplund, a SEL goalie playing for Brynas IF Gavle."
1999-FLA-3-8467953,8467953,FLA,DRAFTED,1999-06-26,"On 1999-06-26, with the 80th overall pick in the 3rd round of the 1999 draft, FLA selected Jean-Francois Laniel, a QMJHL goalie playing for the Shawinigan Cataractes."
1999-EDM-3-8467954,8467954,EDM,DRAFTED,1999-06-26,"On 1999-06-26, with the 81st overall pick in the 3rd round of the 1999 draft, EDM selected Adam Hauser, a NCAA goalie playing for U. of Minnesota."
1999-SJS-3-8467955,8467955,SJS,DRAFTED,1999-06-26,"On 1999-06-26, with the 82nd overall pick in the 3rd round of the 1999 draft, SJS selected Mark Concannon, a Mass. forward playing for Winchendon School."
1999-ANA-3-8467956,8467956,ANA,DRAFTED,1999-06-26,"On 1999-06-26, with the 83rd overall pick in the 3rd round of the 1999 draft, ANA selected Niclas Havelid, a SEL defenseman playing for Malmo IF."
1999-CAR-3-8467957,8467957,CAR,DRAFTED,1999-06-26,"On 1999-06-26, with the 84th overall pick in the 3rd round of the 1999 draft, CAR selected Brad Fast, a BCHL defenseman playing for the Prince George Spruce Kings."
1999-STL-3-8467958,8467958,STL,DRAFTED,1999-06-26,"On 1999-06-26, with the 85th overall pick in the 3rd round of the 1999 draft, STL selected Peter Smrek, a USHL defenseman playing for the Des Moines Buccaneers."
1999-PIT-3-8467959,8467959,PIT,DRAFTED,1999-06-26,"On 1999-06-26, with the 86th overall pick in the 3rd round of the 1999 draft, PIT selected Sebastien Caron, a QMJHL goalie playing for Rimouski Oceanic."
1999-NYI-3-8467960,8467960,NYI,DRAFTED,1999-06-26,"On 1999-06-26, with the 87th overall pick in the 3rd round of the 1999 draft, NYI selected Brian Collins, a Mass. forward playing for St. John's H.S.."
1999-TBL-3-8467961,8467961,TBL,DRAFTED,1999-06-26,"On 1999-06-26, with the 88th overall pick in the 3rd round of the 1999 draft, TBL selected Jimmie Olvestad, a SEL forward playing for Djurgardens IF Stockholm."
1999-BOS-3-8467962,8467962,BOS,DRAFTED,1999-06-26,"On 1999-06-26, with the 89th overall pick in the 3rd round of the 1999 draft, BOS selected Kyle Wanvig, a WHL forward playing for Kootenay Ice."
1999-NYR-3-8467963,8467963,NYR,DRAFTED,1999-06-26,"On 1999-06-26, with the 90th overall pick in the 3rd round of the 1999 draft, NYR selected Patrick Aufiero, a NCAA defenseman playing for Boston University."
1999-EDM-3-8467964,8467964,EDM,DRAFTED,1999-06-26,"On 1999-06-26, with the 91st overall pick in the 3rd round of the 1999 draft, EDM selected Mike Comrie, a NCAA forward playing for U. of Michigan."
1999-LAK-3-8467965,8467965,LAK,DRAFTED,1999-06-26,"On 1999-06-26, with the 92nd overall pick in the 3rd round of the 1999 draft, LAK selected Cory Campbell, a OHL goalie playing for the Belleville Bulls."
1999-COL-3-8467966,8467966,COL,DRAFTED,1999-06-26,"On 1999-06-26, with the 93rd overall pick in the 3rd round of the 1999 draft, COL selected Branko Radivojevic, a OHL forward playing for the Belleville Bulls."
1999-OTT-3-8467967,8467967,OTT,DRAFTED,1999-06-26,"On 1999-06-26, with the 94th overall pick in the 3rd round of the 1999 draft, OTT selected Chris Kelly, a OHL forward playing for the London Knights."
1999-NJD-3-8467603,8467603,NJD,DRAFTED,1999-06-26,"On 1999-06-26, with the 95th overall pick in the 3rd round of the 1999 draft, NJD selected Andre Lakos, a OHL defenseman playing for the Barrie Colts."
1999-DAL-3-8467969,8467969,DAL,DRAFTED,1999-06-26,"On 1999-06-26, with the 96th overall pick in the 3rd round of the 1999 draft, DAL selected Mathias Tjarnqvist, a Sweden forward playing for Rogle Angelholm."
1999-MTL-4-8467970,8467970,MTL,DRAFTED,1999-06-26,"On 1999-06-26, with the 97th overall pick in the 4th round of the 1999 draft, MTL selected Chris Dyment, a NCAA defenseman playing for Boston University."
1999-ATL-4-8467971,8467971,ATL,DRAFTED,1999-06-26,"On 1999-06-26, with the 98th overall pick in the 4th round of the 1999 draft, ATL selected David Kaczowka, a WHL forward playing for the Seattle Thunderbirds."
1999-ATL-4-8467972,8467972,ATL,DRAFTED,1999-06-26,"On 1999-06-26, with the 99th overall pick in the 4th round of the 1999 draft, ATL selected Rob Zepp, a OHL goalie playing for the Plymouth Whalers."
1999-NJD-4-8467973,8467973,NJD,DRAFTED,1999-06-26,"On 1999-06-26, with the 100th overall pick in the 4th round of the 1999 draft, NJD selected Teemu Kesa, a Finland defenseman playing for Ilves Jr.."
1999-NYI-4-8467974,8467974,NYI,DRAFTED,1999-06-26,"On 1999-06-26, with the 101st overall pick in the 4th round of the 1999 draft, NYI selected Juraj Kolnik, a QMJHL forward playing for Rimouski Oceanic."
1999-NYI-4-8467975,8467975,NYI,DRAFTED,1999-06-26,"On 1999-06-26, with the 102nd overall pick in the 4th round of the 1999 draft, NYI selected Johan Halvardsson, a SEL defenseman playing for HV71 Jonkoping."
1999-FLA-4-8467976,8467976,FLA,DRAFTED,1999-06-26,"On 1999-06-26, with the 103rd overall pick in the 4th round of the 1999 draft, FLA selected Morgan McCormick, a OHL forward playing for the Kingston Frontenacs."
1999-LAK-4-8467977,8467977,LAK,DRAFTED,1999-06-26,"On 1999-06-26, with the 104th overall pick in the 4th round of the 1999 draft, LAK selected Brian McGrattan, a OHL forward playing for the Sudbury Wolves."
1999-ANA-4-8467978,8467978,ANA,DRAFTED,1999-06-26,"On 1999-06-26, with the 105th overall pick in the 4th round of the 1999 draft, ANA selected Alexandr Chagodayev, a Russia forward playing for CSKA Moscow."
1999-CGY-4-8467979,8467979,CGY,DRAFTED,1999-06-26,"On 1999-06-26, with the 106th overall pick in the 4th round of the 1999 draft, CGY selected Roman Rozakov, a Russia defenseman playing for Tolyatti-2."
1999-MTL-4-8466167,8466167,MTL,DRAFTED,1999-06-26,"On 1999-06-26, with the 107th overall pick in the 4th round of the 1999 draft, MTL selected Evan Lindsay, a WHL goalie playing for the Prince Albert Raiders."
1999-TOR-4-8467981,8467981,TOR,DRAFTED,1999-06-26,"On 1999-06-26, with the 108th overall pick in the 4th round of the 1999 draft, TOR selected Mirko Murovic, a QMJHL forward playing for the Moncton Wildcats."
1999-FLA-4-8467982,8467982,FLA,DRAFTED,1999-06-26,"On 1999-06-26, with the 109th overall pick in the 4th round of the 1999 draft, FLA selected Rod Sarich, a WHL defenseman playing for Calgary Hitmen."
1999-TOR-4-8467983,8467983,TOR,DRAFTED,1999-06-26,"On 1999-06-26, with the 110th overall pick in the 4th round of the 1999 draft, TOR selected Jonathan Zion, a OHL defenseman playing for the Ottawa 67's."
1999-SJS-4-8467984,8467984,SJS,DRAFTED,1999-06-26,"On 1999-06-26, with the 111th overall pick in the 4th round of the 1999 draft, SJS selected Willie Levesque, a NCAA forward playing for Northeastern U.."
1999-COL-4-8467985,8467985,COL,DRAFTED,1999-06-26,"On 1999-06-26, with the 112th overall pick in the 4th round of the 1999 draft, COL selected Sanny Lindstrom, a Sweden defenseman playing for Huddinge."
1999-CAR-4-8467986,8467986,CAR,DRAFTED,1999-06-26,"On 1999-06-26, with the 113th overall pick in the 4th round of the 1999 draft, CAR selected Ryan Murphy, a NCAA forward playing for Bowling Green."
1999-STL-4-8467987,8467987,STL,DRAFTED,1999-06-26,"On 1999-06-26, with the 114th overall pick in the 4th round of the 1999 draft, STL selected Chad Starling, a WHL defenseman playing for the Kamloops Blazers."
1999-PIT-4-8467988,8467988,PIT,DRAFTED,1999-06-26,"On 1999-06-26, with the 115th overall pick in the 4th round of the 1999 draft, PIT selected Ryan Malone, a USHL forward playing for the Omaha Lancers."
1999-PHX-4-8467989,8467989,PHX,DRAFTED,1999-06-26,"On 1999-06-26, with the 116th overall pick in the 4th round of the 1999 draft, PHX selected Ryan Lauzon, a QMJHL forward playing for the Hull Olympiques."
1999-BUF-4-8467990,8467990,BUF,DRAFTED,1999-06-26,"On 1999-06-26, with the 117th overall pick in the 4th round of the 1999 draft, BUF selected Karel Mosovsky, a WHL forward playing for the Regina Pats."
1999-BOS-4-8467991,8467991,BOS,DRAFTED,1999-06-26,"On 1999-06-26, with the 118th overall pick in the 4th round of the 1999 draft, BOS selected Jaakko Harikkala, a FINLAND defenseman playing for Lukko Rauma."
1999-PHI-4-8467992,8467992,PHI,DRAFTED,1999-06-26,"On 1999-06-26, with the 119th overall pick in the 4th round of the 1999 draft, PHI selected Jeff Feniak, a WHL defenseman playing for Calgary Hitmen."
1999-DET-4-8467993,8467993,DET,DRAFTED,1999-06-26,"On 1999-06-26, with the 120th overall pick in the 4th round of the 1999 draft, DET selected Jari Tolsa, a Sweden forward playing for Frolunda."
1999-NSH-4-8467994,8467994,NSH,DRAFTED,1999-06-26,"On 1999-06-26, with the 121st overall pick in the 4th round of the 1999 draft, NSH selected Yevgeny Pavlov, a Russia forward playing for Tolyatti Lada."
1999-COL-4-8467995,8467995,COL,DRAFTED,1999-06-26,"On 1999-06-26, with the 122nd overall pick in the 4th round of the 1999 draft, COL selected Kristian Kovac, a Slovakia forward playing for Kosice."
1999-PHX-4-8467996,8467996,PHX,DRAFTED,1999-06-26,"On 1999-06-26, with the 123rd overall pick in the 4th round of the 1999 draft, PHX selected Preston Mizzi, a OHL forward playing for the Peterborough Petes."
1999-NSH-4-8467997,8467997,NSH,DRAFTED,1999-06-26,"On 1999-06-26, with the 124th overall pick in the 4th round of the 1999 draft, NSH selected Alexandr Krevsun, a Russia forward playing for Samara CSK VVS."
1999-LAK-4-8467998,8467998,LAK,DRAFTED,1999-06-26,"On 1999-06-26, with the 125th overall pick in the 4th round of the 1999 draft, LAK selected Daniel Johansson, a Sweden forward playing for Modo Jr.."
1999-DAL-4-8467999,8467999,DAL,DRAFTED,1999-06-26,"On 1999-06-26, with the 126th overall pick in the 4th round of the 1999 draft, DAL selected Jeff Bateman, a OHL forward playing for Brampton Battalion."
1999-TBL-5-8468000,8468000,TBL,DRAFTED,1999-06-26,"On 1999-06-26, with the 127th overall pick in the 5th round of the 1999 draft, TBL selected Kaspars Astashenko, a Latvia defenseman playing for Riga."
1999-ATL-5-8468001,8468001,ATL,DRAFTED,1999-06-26,"On 1999-06-26, with the 128th overall pick in the 5th round of the 1999 draft, ATL selected Derek MacKenzie, a OHL forward playing for the Sudbury Wolves."
1999-VAN-5-8468002,8468002,VAN,DRAFTED,1999-06-26,"On 1999-06-26, with the 129th overall pick in the 5th round of the 1999 draft, VAN selected Ryan Thorpe, a WHL forward playing for the Spokane Chiefs."
1999-NYI-5-8468003,8468003,NYI,DRAFTED,1999-06-26,"On 1999-06-26, with the 130th overall pick in the 5th round of the 1999 draft, NYI selected Justin Mapletoft, a WHL forward playing for the Red Deer Rebels."
1999-NSH-5-8468004,8468004,NSH,DRAFTED,1999-06-26,"On 1999-06-26, with the 131st overall pick in the 5th round of the 1999 draft, NSH selected Konstantin Panov, a WHL forward playing for the Kamloops Blazers."
1999-WSH-5-8468005,8468005,WSH,DRAFTED,1999-06-26,"On 1999-06-26, with the 132nd overall pick in the 5th round of the 1999 draft, WSH selected Roman Tvrdon, a Slovakia forward playing for Trencin Jr.."
1999-LAK-5-8468006,8468006,LAK,DRAFTED,1999-06-26,"On 1999-06-26, with the 133rd overall pick in the 5th round of the 1999 draft, LAK selected Jean-Francois Nogues, a QMJHL goalie playing for the Victoriaville Tigres."
1999-CHI-5-8468007,8468007,CHI,DRAFTED,1999-06-26,"On 1999-06-26, with the 134th overall pick in the 5th round of the 1999 draft, CHI selected Michael Jacobsen, a OHL defenseman playing for the Belleville Bulls."
1999-CGY-5-8468008,8468008,CGY,DRAFTED,1999-06-26,"On 1999-06-26, with the 135th overall pick in the 5th round of the 1999 draft, CGY selected Matt Doman, a NCAA forward playing for U. of Wisconsin."
1999-MTL-5-8468009,8468009,MTL,DRAFTED,1999-06-26,"On 1999-06-26, with the 136th overall pick in the 5th round of the 1999 draft, MTL selected Dustin Jamieson, a OHL forward playing for Sarnia Sting."
1999-NYR-5-8468010,8468010,NYR,DRAFTED,1999-06-26,"On 1999-06-26, with the 137th overall pick in the 5th round of the 1999 draft, NYR selected Garett Bembridge, a WHL forward playing for the Saskatoon Blades."
1999-BUF-5-8468011,8468011,BUF,DRAFTED,1999-06-26,"On 1999-06-26, with the 138th overall pick in the 5th round of the 1999 draft, BUF selected Ryan Miller, a NAHL goalie playing for the Soo Indians."
1999-EDM-5-8468012,8468012,EDM,DRAFTED,1999-06-26,"On 1999-06-26, with the 139th overall pick in the 5th round of the 1999 draft, EDM selected Jonathan Fauteux, a QMJHL defenseman playing for the Val-d'Or Foreurs."
1999-NYI-5-8468013,8468013,NYI,DRAFTED,1999-06-26,"On 1999-06-26, with the 140th overall pick in the 5th round of the 1999 draft, NYI selected Adam Johnson, a HIGH-MN defenseman playing for Greenway."
1999-ANA-5-8468014,8468014,ANA,DRAFTED,1999-06-26,"On 1999-06-26, with the 141st overall pick in the 5th round of the 1999 draft, ANA selected Maxim Rybin, a Russia forward playing for Moscow Spartak."
1999-COL-5-8468015,8468015,COL,DRAFTED,1999-06-26,"On 1999-06-26, with the 142nd overall pick in the 5th round of the 1999 draft, COL selected William Magnuson, a NCAA defenseman playing for Lake Superior State U.."
1999-STL-5-8468016,8468016,STL,DRAFTED,1999-06-26,"On 1999-06-26, with the 143rd overall pick in the 5th round of the 1999 draft, STL selected Trevor Byrne, a HIGH-MA defenseman playing for Deerfield Academy."
1999-PIT-5-8468017,8468017,PIT,DRAFTED,1999-06-26,"On 1999-06-26, with the 144th overall pick in the 5th round of the 1999 draft, PIT selected Tomas Skvaridlo, a Slovakia forward playing for Zvolen Jr.."
1999-MTL-5-8468018,8468018,MTL,DRAFTED,1999-06-26,"On 1999-06-26, with the 145th overall pick in the 5th round of the 1999 draft, MTL selected Marc-André Thinel, a QMJHL forward playing for the Victoriaville Tigres."
1999-BUF-5-8467607,8467607,BUF,DRAFTED,1999-06-26,"On 1999-06-26, with the 146th overall pick in the 5th round of the 1999 draft, BUF selected Matthew Kinch, a WHL defenseman playing for Calgary Hitmen."
1999-BOS-5-8468020,8468020,BOS,DRAFTED,1999-06-26,"On 1999-06-26, with the 147th overall pick in the 5th round of the 1999 draft, BOS selected Seamus Kotyk, a OHL goalie playing for the Ottawa 67's."
1999-TBL-5-8468021,8468021,TBL,DRAFTED,1999-06-26,"On 1999-06-26, with the 148th overall pick in the 5th round of the 1999 draft, TBL selected Michal Lanicek, a Czech goalie playing for Slavia Praha Jr.."
1999-DET-5-8468022,8468022,DET,DRAFTED,1999-06-26,"On 1999-06-26, with the 149th overall pick in the 5th round of the 1999 draft, DET selected Andrei Maximenko, a Russia forward playing for Krylja Sovetov."
1999-MTL-5-8468023,8468023,MTL,DRAFTED,1999-06-26,"On 1999-06-26, with the 150th overall pick in the 5th round of the 1999 draft, MTL selected Matt Shasby, a USHL defenseman playing for the Des Moines Buccaneers."
1999-TOR-5-8468024,8468024,TOR,DRAFTED,1999-06-26,"On 1999-06-26, with the 151st overall pick in the 5th round of the 1999 draft, TOR selected Vaclav Zavoral, a Czech. defenseman playing for Litvinov Jr.."
1999-COL-5-8468025,8468025,COL,DRAFTED,1999-06-26,"On 1999-06-26, with the 152nd overall pick in the 5th round of the 1999 draft, COL selected Jordan Krestanovich, a WHL forward playing for Calgary Hitmen."
1999-CGY-5-8468026,8468026,CGY,DRAFTED,1999-06-26,"On 1999-06-26, with the 153rd overall pick in the 5th round of the 1999 draft, CGY selected Jesse Cook, a NCAA defenseman playing for U. of Denver."
1999-OTT-5-8468027,8468027,OTT,DRAFTED,1999-06-26,"On 1999-06-26, with the 154th overall pick in the 5th round of the 1999 draft, OTT selected Andrew Ianiero, a OHL forward playing for the Kingston Frontenacs."
1999-SJS-5-8468028,8468028,SJS,DRAFTED,1999-06-26,"On 1999-06-26, with the 155th overall pick in the 5th round of the 1999 draft, SJS selected Niko Dimitrakos, a NCAA forward playing for U. of Maine."
